-1.3	0.5	4.40856e+07
-1.2	0.5	4082.93
-0.9	0.5	113417
1.1	0.5	5616.56
1.2	0.5	5904.94
1.4	0.5	6287.62
1.9	0.5	6720.17
-2	0.6	4082.93
-1.9	0.6	2.3328e+07
-1.3	0.6	30674.4
-1.2	0.6	71197.7
-1.1	0.6	637512
-0.9	0.6	4082.93
-0.8	0.6	4082.93
1.2	0.6	5684.08
1.5	0.6	6291.84
-1.8	0.7	4082.93
-1.7	0.7	4082.93
-1.6	0.7	4082.93
-1.5	0.7	4082.93
-1.4	0.7	408971
-1.3	0.7	204870
-1.2	0.7	80153.3
-1.1	0.7	27107.6
1.5	0.7	6175.35
2	0.7	6651.6
-2	0.8	108082
-1	0.8	56214.7
-0.9	0.8	4082.93
1.1	0.8	5077.19
1.4	0.8	5868.35
1.9	0.8	6531.85
-1.7	0.9	4082.93
-1.6	0.9	1.01761e+06
-1.5	0.9	25571.1
-1.4	0.9	4082.93
-1	0.9	55687.6
-0.9	0.9	4082.93
1.2	0.9	5351.46
1.6	0.9	6137.22
1.7	0.9	6274.86
2	0.9	6552.75
-2	1	4082.93
-1.9	1	1.41996e+06
-1.8	1	18351.5
1.2	1	5211.33
1.3	1	5314.53
2	1	6504.95
-1.5	1.1	1.12506e+07
-1.4	1.1	41881.6
-1.1	1.1	4082.93
1.5	1.1	5771.17
1.7	1.1	6136.4
1.8	1.1	6268.3
-1.7	1.2	4082.93
-1.6	1.2	37802.4
-1.5	1.2	4082.93
-1.2	1.2	1.4051e+06
-1.1	1.2	4082.93
1.3	1.2	5360.69
1.5	1.2	5681.11
1.7	1.2	6072.84
-1.9	1.3	4082.93
-1.8	1.3	110356
-1.7	1.3	4082.93
1.4	1.3	5297.28
1.6	1.3	5827.81
1.9	1.3	6282.9
2	1.3	6382.01
-2	1.4	4082.93
-1.9	1.4	47183.6
-1.8	1.4	4082.93
-1.4	1.4	128398
-1.1	1.4	4082.93
-1	1.4	4082.93
1.3	1.4	5147.17
1.4	1.4	5195.74
1.5	1.4	5511.09
2	1.4	6344.61
-2	1.5	21835.1
-1.9	1.5	4082.93
-1.5	1.5	23251.8
-1.2	1.5	61198.6
1.9	1.5	6196.93
2	1.5	6308.17
-1.7	1.6	4082.93
-1.6	1.6	72246.7
-1.3	1.6	4082.93
-1.2	1.6	4082.93
1.7	1.6	5842.34
2	1.6	6272.35
-1.7	1.7	89320.4
-1.6	1.7	4082.93
-1.4	1.7	4082.93
-1.3	1.7	5802.58
-1.2	1.7	4082.93
-1.8	1.8	157392
-1.7	1.8	4082.93
-1.4	1.8	372743
-1.3	1.8	4082.93
1.5	1.8	5200.21
-1.9	1.9	4.15474e+06
-1.8	1.9	4082.93
-1.4	1.9	4082.93
-1.1	1.9	4082.93
-1	1.9	4082.93
-0.9	1.9	4082.93
2	1.9	6174.04
-2	2	4082.93
-1.9	2	23493.3
-1.8	2	4082.93
-1.5	2	3.65219e+06
-1.4	2	4082.93
-1.2	2	4082.93
-1.1	2	4082.93
1.5	2	5059.96
1.7	2	5636.66
1.8	2	5840.72
-2	2.1	168754
-1.9	2.1	4082.93
-1.5	2.1	12476.2
-1.2	2.1	4082.93
2	2.1	6112.66
-2	2.2	9190.27
-1.9	2.2	4082.93
-1.6	2.2	9.67062e+07
-1.5	2.2	4082.93
-1.3	2.2	4082.93
-1.2	2.2	4082.93
1.6	2.2	5268.15
1.9	2.2	5937.42
-2	2.3	4082.93
-1.7	2.3	4082.93
-1.6	2.3	30944.8
-1.5	2.3	4082.93
-1.3	2.3	882106
1.5	2.3	5281.6
1.6	2.3	5215.08
-1.7	2.4	1.53276e+06
-1.6	2.4	4082.93
-1.4	2.4	4082.93
1.7	2.4	5453.2
1.9	2.4	5873.11
2	2.4	6026.94
-1.8	2.5	4082.93
-1.7	2.5	25269.5
-1.6	2.5	4082.93
-1.4	2.5	37355.8
1.8	2.5	5648.29
-1.8	2.6	639817
-1.7	2.6	4082.93
-1.6	2.6	4082.93
-1.4	2.6	4082.93
1.8	2.6	5610.97
1.9	2.6	5810.93
-1.8	2.7	25886.3
-1.7	2.7	4082.93
-1.4	2.7	4082.93
1.6	2.7	5009.77
1.7	2.7	5323.11
-1.9	2.8	4082.93
-1.8	2.8	4082.93
-1.7	2.8	4082.93
-1.5	2.8	389416
1.7	2.8	5282.66
-1.9	2.9	189901
-1.8	2.9	4082.93
-1.5	2.9	5436.03
1.7	2.9	5243.01
1.8	2.9	5507.3
1.9	2.9	5722.07
-2	3	4082.93
-1.9	3	19174.6
-1.8	3	4082.93
-1.6	3	4082.93
-1.5	3	4082.93
1.7	3	5203.42
-2	3.1	4082.93
-1.9	3.1	4082.93
-1.6	3.1	4082.93
-1.1	3.1	4082.93
1.6	3.1	5269.7
1.7	3.1	5165.15
1.8	3.1	5440.7
-2	3.2	294685
-1.9	3.2	4082.93
-1.6	3.2	334729
-1.2	3.2	4082.93
-1.1	3.2	2.26093e+06
1.7	3.2	5126.44
-2	3.3	33806.1
-1.9	3.3	4082.93
-1.7	3.3	4082.93
-1.6	3.3	8964.28
-1.2	3.3	4082.93
-2	3.4	6203.61
-1.9	3.4	4082.93
-1.7	3.4	4082.93
-1.6	3.4	4082.93
-1.3	3.4	4082.93
-1.2	3.4	4082.93
1.9	3.4	5583.23
-2	3.5	4082.93
-1.7	3.5	1.50825e+06
-1.3	3.5	4082.93
1.9	3.5	5556.94
2	3.5	5754.79
-2	3.6	4082.93
-1.7	3.6	42216.1
-1.3	3.6	4082.93
1.9	3.6	5531.51
-2	3.7	4082.93
-1.7	3.7	4854.13
-1.3	3.7	4082.93
1.7	3.7	5392.93
1.8	3.7	5255.67
-2	3.8	4082.93
-1.8	3.8	4082.93
-1.7	3.8	4082.93
-1.3	3.8	4082.93
2	3.8	5690.81
-1.8	3.9	4082.93
-1.7	3.9	4082.93
-1.3	3.9	4082.93
-1.8	4	4082.93
-1.4	4	4082.93
-1.3	4	4082.93
-1.8	4.1	256231
-1.4	4.1	4082.93
2	4.1	5627.82
-1.8	4.2	37632.3
-1.4	4.2	4082.93
1.9	4.2	5386.34
-1.9	4.3	4082.93
-1.8	4.3	8400.35
-1.4	4.3	4082.93
1.8	4.3	5085.44
1.9	4.3	5361.35
-1.9	4.4	4082.93
-1.8	4.4	4082.93
-1.5	4.4	4082.93
-1.4	4.4	4082.93
1.8	4.4	5059.06
-1.9	4.5	4082.93
-1.8	4.5	4082.93
-1.5	4.5	4082.93
-1.4	4.5	4082.93
1.8	4.5	5032.89
-1.9	4.6	4082.93
-1.8	4.6	4082.93
-1.5	4.6	4082.93
-1.4	4.6	4082.93
1.8	4.6	5006.96
1.9	4.6	5294.55
-1.9	4.7	1.43921e+06
-1.8	4.7	4082.93
-1.5	4.7	4082.93
1.8	4.7	4980.38
-1.9	4.8	138346
-1.5	4.8	4082.93
1.8	4.8	4954.56
-2	4.9	4082.93
-1.9	4.9	32909.5
-1.5	4.9	4082.93
1.9	4.9	5228.99
2	4.9	5473.66
-2	5	4082.93
-1.9	5	9592.1
-1.5	5	4082.93
-2	5.1	4082.93
-1.9	5.1	4082.93
-1.5	5.1	4082.93
2	5.1	5436.18
-2	5.2	4082.93
-1.9	5.2	4082.93
-1.6	5.2	4082.93
-1.5	5.2	4082.93
-2	5.3	4082.93
-1.9	5.3	4082.93
-1.6	5.3	4082.93
-2	5.4	1.16556e+06
-1.9	5.4	4082.93
-1.6	5.4	4082.93
2	5.4	5383.21
-2	5.5	160651
-1.9	5.5	4082.93
-1.6	5.5	4082.93
-2	5.6	45677.3
-1.9	5.6	4082.93
-1.6	5.6	4082.93
-2	5.7	15917.9
-1.6	5.7	4082.93
-2	5.8	5709.9
-1.6	5.8	4082.93
2	5.8	5316.5
-2	5.9	4082.93
-1.6	5.9	259668
-2	6	4082.93
-2	6.1	4082.93
1.9	6.1	4989.24
-2	6.2	4082.93
-1.7	6.2	4082.93
2	6.2	5251.05
-2	6.3	4082.93
-1.7	6.3	4082.93
1.9	6.3	4950.84
-1.7	6.4	4082.93
-1.7	6.5	509757
-1.7	6.6	45151.7
1.9	6.6	5385.93
-1.7	6.7	7509.33
2	6.7	5172.01
-1.7	6.8	4082.93
2	6.8	5157.93
-1.7	6.9	4082.93
1.9	6.9	5342.5
-1.7	7	4082.93
-1.7	7.1	4082.93
-1.8	7.2	4082.93
-1.7	7.2	4082.93
-1.8	7.3	4082.93
-1.1	7.3	4082.93
-1	7.3	4082.93
-1.8	7.4	425635
-1.8	7.5	62970.6
-1.2	7.5	4082.93
-1.8	7.6	15340.6
-1.2	7.6	4082.93
-1.8	7.7	4082.93
-1.2	7.7	4082.93
2	7.7	5025.19
-1.8	7.79999	4082.93
-1.2	7.79999	9.68891e+06
2	7.79999	5012.1
-1.8	7.89999	4082.93
2	7.89999	4997.99
-1.8	7.99999	4082.93
2	7.99999	4984.76
-1.8	8.09999	4082.93
-1.3	8.09999	4082.93
2	8.09999	4971.1
-1.8	8.2	4082.93
-1.3	8.2	4082.93
2	8.2	4957.17
-1.8	8.3	4082.93
-1.3	8.3	4082.93
2	8.3	4944.44
-1.8	8.4	4082.93
-1.3	8.4	4082.93
2	8.4	4930.66
-1.8	8.5	4082.93
-1.3	8.5	4082.93
2	8.5	4917.76
-1.9	8.6	4082.93
-1.8	8.6	4082.93
-1.3	8.6	4082.93
2	8.6	5402.09
-1.9	8.7	1.85544e+06
-1.3	8.7	670894
2	8.7	5392.43
-1.9	8.8	203333
2	8.8	5381.65
-1.9	8.9	53804.9
2	8.9	5370.6
-1.9	9	17977.5
2	9	5359.16
-1.9	9.1	6338.64
-1.4	9.1	4082.93
-1.9	9.2	4082.93
-1.4	9.2	4082.93
-1.9	9.3	4082.93
-1.4	9.3	4082.93
-1.9	9.4	4082.93
-1.4	9.4	4082.93
-1.9	9.5	4082.93
-1.4	9.5	4082.93
-1.9	9.6	4082.93
-1.4	9.6	4082.93
-1.9	9.7	4082.93
-1.4	9.7	4082.93
-1.9	9.8	4082.93
-1.4	9.8	4082.93
-1	9.8	4082.93
-1.9	9.9	4082.93
-1.4	9.9	4082.93
-1.9	10	4082.93
-1.4	10	4082.93
