0.000000 0.018519
1.000000 0.000000
2.000000 0.000000
3.000000 0.000000
4.000000 0.000000
5.000000 0.000000
6.000000 0.000000
7.000000 0.000000
8.000000 0.000000
9.000000 0.000000
10.000000 -0.006173
11.000000 -0.024691
12.000000 -0.024691
13.000000 -0.006173
14.000000 0.000000
15.000000 0.000000
16.000000 0.049383
17.000000 0.055556
18.000000 0.111111
19.000000 0.160494
20.000000 0.185185
21.000000 0.222222
22.000000 0.259259
23.000000 0.277778
24.000000 0.265432
25.000000 0.222222
26.000000 0.166667
27.000000 0.111111
28.000000 0.006173
29.000000 -0.055556
30.000000 -0.166667
31.000000 -0.277778
32.000000 -0.376543
33.000000 -0.444444
34.000000 -0.500000
35.000000 -0.555556
36.000000 -0.555556
37.000000 -0.500000
38.000000 -0.444444
39.000000 -0.339506
40.000000 -0.185185
41.000000 0.000000
42.000000 0.166667
43.000000 0.388889
44.000000 0.567901
45.000000 0.753086
46.000000 0.888889
47.000000 1.000000
48.000000 1.000000
49.000000 0.969136
50.000000 0.888889
51.000000 0.722222
52.000000 0.549383
53.000000 0.283951
54.000000 0.018519
55.000000 -0.259259
56.000000 -0.500000
57.000000 -0.722222
58.000000 -0.888889
59.000000 -1.000000
60.000000 -1.055556
61.000000 -1.055556
62.000000 -0.975309
63.000000 -0.833333
64.000000 -0.666667
65.000000 -0.469136
66.000000 -0.240741
67.000000 0.000000
68.000000 0.259259
69.000000 0.450617
70.000000 0.611111
71.000000 0.777778
72.000000 0.876543
73.000000 0.888889
74.000000 0.888889
75.000000 0.833333
76.000000 0.722222
77.000000 0.611111
78.000000 0.444444
79.000000 0.277778
80.000000 0.080247
81.000000 -0.111111
82.000000 -0.246914
83.000000 -0.388889
84.000000 -0.450617
85.000000 -0.555556
86.000000 -0.555556
87.000000 -0.555556
88.000000 -0.555556
89.000000 -0.493827
90.000000 -0.395062
91.000000 -0.327161
92.000000 -0.191358
93.000000 -0.067901
94.000000 0.055556
95.000000 0.141975
96.000000 0.228395
97.000000 0.320988
98.000000 0.358025
99.000000 0.388889
100.000000 0.395062
101.000000 0.388889
102.000000 0.364198
103.000000 0.333333
104.000000 0.271605
105.000000 0.166667
106.000000 0.111111
107.000000 0.055556
108.000000 -0.037037
109.000000 -0.111111
110.000000 -0.129630
111.000000 -0.166667
112.000000 -0.172840
113.000000 -0.216049
114.000000 -0.172840
115.000000 -0.166667
116.000000 -0.111111
117.000000 -0.104938
118.000000 -0.055556
119.000000 0.000000
120.000000 0.006173
121.000000 0.055556
122.000000 0.061728
123.000000 0.111111
124.000000 0.111111
125.000000 0.111111
126.000000 0.111111
127.000000 0.111111
128.000000 0.111111
129.000000 0.055556
130.000000 0.055556
131.000000 0.055556
132.000000 0.055556
133.000000 0.018519
134.000000 0.000000
